Nama Lokasi,Hari,Jam Login,Nama,Jenis Kelamin,Email,No Telp,Provider Seluler,Tahun Lahir,Merek HP,Digital Interest,Location Type,Durasi
Halte Jaguar Sky,Kamis,10:00:00,Bayu Bagus Sari,Laki-laki,Bayu_Bagus_Sari@gmail.com,089076782001,Indosat,1995,Xiaomi,Game,Halte,01:06:59
Halte Specta Sunshine,Minggu,13:42:07,Bayu Bagus Siti,Laki-laki,Bayu_Bagus_Siti@gmail.com,088301035092,XL,1982,Samsung,Sosial Media,Halte,01:49:22
Mall Sky Rotello,Kamis,16:26:40,Bayu Bagus Fitri,Perempuan,Bayu_Bagus_Fitri@gmail.com,082436446946,Smartfren,2002,Realme,Hiburan,Mall,01:50:06
RS Specta Tjantik,Rabu,18:43:54,Bayu Asep Bayu,Perempuan,Bayu_Asep_Bayu@gmail.com,088009018691,XL,1977,Iphone,Work Stuff,Rumah Sakit,00:30:45
Halte Rainbow Star,Selasa,07:24:42,Bayu Asep Fajar,Perempuan,Bayu_Asep_Fajar@gmail.com,081923353033,Smartfren,1974,Realme,Hiburan,Halte,02:32:58
Kafe Rainbow Pesona,Sabtu,12:11:47,Bayu Asep Ilham,Laki-laki,Bayu_Asep_Ilham@gmail.com,085341454356,XL,1982,Samsung,Social Connection,Kafe,00:41:32
Mall Specta Tjantik,Senin,10:27:40,Bayu Asep Wahyu,Perempuan,Bayu_Asep_Wahyu@gmail.com,082044241832,Telkomsel,2000,Infinix,Hiburan,Mall,01:22:24
Restoran Rotello Domo,Minggu,16:20:15,Bayu Asep Rizki,Perempuan,Bayu_Asep_Rizki@gmail.com,081788780808,Telkomsel,2000,ASUS,Game,Restoran,02:57:13
RS Tjantik Star,Selasa,08:31:42,Bayu Asep Naufal,Laki-laki,Bayu_Asep_Naufal@gmail.com,089279150522,3,2002,ASUS,Work Stuff,Rumah Sakit,00:21:05
Mall Permata Tjantik,Minggu,09:59:18,Bayu Asep Tono,Laki-laki,Bayu_Asep_Tono@gmail.com,082280417463,3,1997,Infinix,Social Connection,Mall,00:28:32
Kafe Sunshine Sky,Minggu,15:39:07,Bayu Asep Bagus,Perempuan,Bayu_Asep_Bagus@gmail.com,084294811156,3,2005,Iphone,Social Connection,Kafe,01:13:24
Restoran Gudetama Star,Kamis,16:29:11,Bayu Asep Asep,Perempuan,Bayu_Asep_Asep@gmail.com,083161383591,XL,1973,Oppo,Game,Restoran,02:27:44
Restoran Gemilang Sky,Rabu,19:31:31,Bayu Asep Kartika,Laki-laki,Bayu_Asep_Kartika@gmail.com,086607869577,3,1972,Realme,Work Stuff,Restoran,01:40:51
Halte Tjantik Rainbow,Sabtu,13:28:53,Bayu Asep Ayu,Laki-laki,Bayu_Asep_Ayu@gmail.com,083482030297,XL,1975,Infinix,Social Connection,Halte,02:13:28
Kafe Tjantik Jaguar,Senin,08:11:02,Bayu Asep Alma,Perempuan,Bayu_Asep_Alma@gmail.com,089236288105,Indosat,2003,Lenovo,Game,Kafe,01:57:18
Restoran Star Jaguar,Jumat,15:26:46,Bayu Asep Nabilah,Laki-laki,Bayu_Asep_Nabilah@gmail.com,082611608950,3,1972,Realme,Social Connection,Restoran,02:07:20
Kafe Permata Sunshine,Jumat,07:36:44,Bayu Asep Putri,Laki-laki,Bayu_Asep_Putri@gmail.com,086334708085,Smartfren,1994,Realme,Social Connection,Kafe,00:19:56
RS Pesona Rotello,Selasa,21:59:09,Bayu Asep Lia,Laki-laki,Bayu_Asep_Lia@gmail.com,082982794185,Telkomsel,1978,Iphone,Game,Rumah Sakit,01:41:04
Mall Rainbow Jaguar,Kamis,16:02:11,Bayu Asep Sari,Perempuan,Bayu_Asep_Sari@gmail.com,087508440439,Telkomsel,1982,ASUS,Work Stuff,Mall,02:52:18
Halte Rainbow Rotello,Selasa,16:50:31,Bayu Asep Siti,Perempuan,Bayu_Asep_Siti@gmail.com,086133077121,XL,1987,Xiaomi,Social Connection,Halte,00:11:34
Halte Star Sunshine,Selasa,10:02:43,Bayu Asep Fitri,Laki-laki,Bayu_Asep_Fitri@gmail.com,084983077703,3,1981,Iphone,Hiburan,Halte,00:36:19
RS Gudetama Rainbow,Rabu,15:47:55,Bayu Kartika Bayu,Perempuan,Bayu_Kartika_Bayu@gmail.com,081752513629,XL,2005,Vivo,Social Connection,Rumah Sakit,01:00:02
RS Star Gudetama,Sabtu,15:21:16,Bayu Kartika Fajar,Perempuan,Bayu_Kartika_Fajar@gmail.com,083013368864,Indosat,1996,Realme,Work Stuff,Rumah Sakit,02:23:57
Restoran Sky Sky,Minggu,08:07:19,Bayu Kartika Ilham,Perempuan,Bayu_Kartika_Ilham@gmail.com,083601473108,3,1974,Oppo,Game,Restoran,00:36:10
RS Permata Star,Kamis,16:19:23,Bayu Kartika Wahyu,Perempuan,Bayu_Kartika_Wahyu@gmail.com,081943810546,Indosat,1992,Infinix,Social Connection,Rumah Sakit,01:17:24
Restoran Sky Jaguar,Sabtu,20:53:56,Bayu Kartika Rizki,Perempuan,Bayu_Kartika_Rizki@gmail.com,081494754366,Indosat,2001,Infinix,Hiburan,Restoran,00:13:08
Mall Sunshine Gudetama,Kamis,18:00:17,Bayu Kartika Naufal,Laki-laki,Bayu_Kartika_Naufal@gmail.com,083972715667,Indosat,2005,Infinix,Social Connection,Mall,01:03:55
Kafe Jaguar Gudetama,Minggu,21:50:33,Bayu Kartika Tono,Laki-laki,Bayu_Kartika_Tono@gmail.com,085002715473,Telkomsel,2000,Oppo,Game,Kafe,02:04:56
Mall Domo Permata,Minggu,15:13:48,Bayu Kartika Bagus,Perempuan,Bayu_Kartika_Bagus@gmail.com,086644610661,Smartfren,2001,Lenovo,Game,Mall,00:31:02
Kafe Permata Permata,Minggu,10:44:56,Bayu Kartika Asep,Perempuan,Bayu_Kartika_Asep@gmail.com,084083315052,Smartfren,1977,Xiaomi,Game,Kafe,02:36:34
Restoran Sky Sky,Sabtu,20:21:55,Bayu Kartika Kartika,Perempuan,Bayu_Kartika_Kartika@gmail.com,081756681204,Indosat,1985,Oppo,Sosial Media,Restoran,01:31:28
Mall Gudetama Domo,Sabtu,17:47:43,Bayu Kartika Ayu,Laki-laki,Bayu_Kartika_Ayu@gmail.com,085382229660,XL,1994,Samsung,Work Stuff,Mall,02:12:21
Kafe Rotello Larry,Minggu,13:53:39,Bayu Kartika Alma,Perempuan,Bayu_Kartika_Alma@gmail.com,084022471592,3,1995,Samsung,Hiburan,Kafe,01:22:01
Mall Pesona Domo,Senin,10:26:15,Bayu Kartika Nabilah,Perempuan,Bayu_Kartika_Nabilah@gmail.com,082533104756,XL,1974,ASUS,Game,Mall,00:09:13
Kafe Star Domo,Rabu,12:28:57,Bayu Kartika Putri,Perempuan,Bayu_Kartika_Putri@gmail.com,082705306945,Indosat,2005,Infinix,Hiburan,Kafe,02:56:19
RS Permata Permata,Rabu,07:03:21,Bayu Kartika Lia,Perempuan,Bayu_Kartika_Lia@gmail.com,084033923363,3,2001,Vivo,Hiburan,Rumah Sakit,01:35:35
Halte Pesona Gemilang,Jumat,19:21:50,Bayu Kartika Sari,Laki-laki,Bayu_Kartika_Sari@gmail.com,081204285565,Telkomsel,2003,Xiaomi,Sosial Media,Halte,00:40:04
Restoran Larry Rainbow,Minggu,20:34:12,Bayu Kartika Siti,Perempuan,Bayu_Kartika_Siti@gmail.com,084498678015,3,1979,Infinix,Social Connection,Restoran,01:36:14
Halte Pesona Star,Kamis,20:04:28,Bayu Kartika Fitri,Perempuan,Bayu_Kartika_Fitri@gmail.com,084938340913,3,1988,Iphone,Hiburan,Halte,02:48:24
RS Domo Sky,Minggu,20:49:54,Bayu Ayu Bayu,Laki-laki,Bayu_Ayu_Bayu@gmail.com,088595125820,3,1987,Vivo,Work Stuff,Rumah Sakit,02:19:25
Halte Gudetama Tjantik,Minggu,16:05:00,Bayu Ayu Fajar,Perempuan,Bayu_Ayu_Fajar@gmail.com,083000710865,Telkomsel,1980,Xiaomi,Social Connection,Halte,01:59:20
Restoran Jaguar Gudetama,Kamis,19:50:28,Bayu Ayu Ilham,Perempuan,Bayu_Ayu_Ilham@gmail.com,084907550430,Smartfren,1973,Samsung,Work Stuff,Restoran,02:21:10
Restoran Jaguar Sky,Jumat,12:06:32,Bayu Ayu Wahyu,Perempuan,Bayu_Ayu_Wahyu@gmail.com,083259155491,Indosat,1999,Samsung,Hiburan,Restoran,01:59:01
Restoran Gudetama Tjantik,Jumat,16:48:05,Bayu Ayu Rizki,Laki-laki,Bayu_Ayu_Rizki@gmail.com,089652472828,Indosat,1992,Iphone,Social Connection,Restoran,00:48:45
RS Tjantik Rainbow,Selasa,11:20:47,Bayu Ayu Naufal,Laki-laki,Bayu_Ayu_Naufal@gmail.com,087621183659,3,1998,Infinix,Game,Rumah Sakit,01:31:27
Mall Jaguar Star,Jumat,14:38:42,Bayu Ayu Tono,Laki-laki,Bayu_Ayu_Tono@gmail.com,088794793924,Smartfren,1976,Vivo,Hiburan,Mall,01:28:59
Restoran Sunshine Star,Kamis,10:57:05,Bayu Ayu Bagus,Laki-laki,Bayu_Ayu_Bagus@gmail.com,082287814684,Telkomsel,1983,Xiaomi,Game,Restoran,02:34:51
RS Rainbow Rotello,Senin,13:17:11,Bayu Ayu Asep,Perempuan,Bayu_Ayu_Asep@gmail.com,082176566880,XL,1977,Oppo,Game,Rumah Sakit,02:09:32
Mall Pesona Permata,Kamis,20:39:19,Bayu Ayu Kartika,Perempuan,Bayu_Ayu_Kartika@gmail.com,083371863213,XL,1970,Huawei,Sosial Media,Mall,02:15:50
Halte Larry Specta,Senin,17:23:34,Bayu Ayu Ayu,Laki-laki,Bayu_Ayu_Ayu@gmail.com,085529106588,Smartfren,1996,Vivo,Game,Halte,02:17:58
Halte Jaguar Jaguar,Rabu,18:11:24,Bayu Ayu Alma,Perempuan,Bayu_Ayu_Alma@gmail.com,082238434012,Smartfren,1987,ASUS,Game,Halte,02:56:50
Kafe Rotello Star,Rabu,16:38:10,Bayu Ayu Nabilah,Perempuan,Bayu_Ayu_Nabilah@gmail.com,088765060913,Smartfren,1998,Realme,Hiburan,Kafe,02:30:14
Mall Pesona Gemilang,Selasa,17:27:35,Bayu Ayu Putri,Laki-laki,Bayu_Ayu_Putri@gmail.com,086222837423,Indosat,1985,Huawei,Social Connection,Mall,01:27:59
Restoran Specta Sky,Sabtu,13:38:46,Bayu Ayu Lia,Laki-laki,Bayu_Ayu_Lia@gmail.com,083138450939,Indosat,1991,Lenovo,Social Connection,Restoran,00:37:53
Mall Sunshine Gemilang,Senin,16:52:09,Bayu Ayu Sari,Laki-laki,Bayu_Ayu_Sari@gmail.com,086077426634,Indosat,1977,Iphone,Work Stuff,Mall,01:16:55
RS Permata Pesona,Rabu,17:40:26,Bayu Ayu Siti,Perempuan,Bayu_Ayu_Siti@gmail.com,086422121317,Smartfren,1983,Lenovo,Game,Rumah Sakit,01:29:05
Mall Star Sunshine,Senin,09:18:08,Bayu Ayu Fitri,Laki-laki,Bayu_Ayu_Fitri@gmail.com,084107412467,Indosat,1972,Iphone,Game,Mall,02:10:52
RS Pesona Specta,Minggu,09:46:21,Bayu Alma Bayu,Perempuan,Bayu_Alma_Bayu@gmail.com,087145950351,3,1984,Huawei,Sosial Media,Rumah Sakit,02:57:51
Restoran Sunshine Permata,Kamis,20:42:44,Bayu Alma Fajar,Perempuan,Bayu_Alma_Fajar@gmail.com,082266226902,Telkomsel,1977,Lenovo,Work Stuff,Restoran,00:22:28
RS Larry Rainbow,Sabtu,19:28:44,Bayu Alma Ilham,Perempuan,Bayu_Alma_Ilham@gmail.com,085956841074,Telkomsel,1993,Samsung,Game,Rumah Sakit,02:54:51
Halte Jaguar Domo,Minggu,10:41:19,Bayu Alma Wahyu,Laki-laki,Bayu_Alma_Wahyu@gmail.com,084008684098,Telkomsel,2004,Samsung,Social Connection,Halte,00:15:52
Mall Rainbow Rotello,Selasa,10:23:37,Bayu Alma Rizki,Perempuan,Bayu_Alma_Rizki@gmail.com,087146168714,XL,2005,Vivo,Sosial Media,Mall,02:33:21
Mall Gudetama Domo,Minggu,21:14:59,Bayu Alma Naufal,Laki-laki,Bayu_Alma_Naufal@gmail.com,084034609748,Indosat,1997,ASUS,Sosial Media,Mall,02:10:33
Kafe Jaguar Jaguar,Sabtu,07:01:08,Bayu Alma Tono,Perempuan,Bayu_Alma_Tono@gmail.com,087294453794,3,1970,Infinix,Work Stuff,Kafe,00:58:28
Mall Rotello Rotello,Rabu,13:25:20,Bayu Alma Bagus,Laki-laki,Bayu_Alma_Bagus@gmail.com,083414889621,Indosat,2002,Vivo,Work Stuff,Mall,01:19:00
Restoran Domo Rotello,Minggu,07:43:29,Bayu Alma Asep,Laki-laki,Bayu_Alma_Asep@gmail.com,082146988456,XL,1998,Realme,Sosial Media,Restoran,01:23:11
Kafe Gemilang Rotello,Minggu,13:44:09,Bayu Alma Kartika,Laki-laki,Bayu_Alma_Kartika@gmail.com,085316390289,Smartfren,1990,Oppo,Game,Kafe,02:36:50
Halte Rotello Gudetama,Rabu,13:14:09,Bayu Alma Ayu,Perempuan,Bayu_Alma_Ayu@gmail.com,083541535380,Smartfren,1979,Oppo,Game,Halte,00:52:43
RS Domo Pesona,Minggu,19:00:58,Bayu Alma Alma,Laki-laki,Bayu_Alma_Alma@gmail.com,085247741813,Indosat,1977,Iphone,Sosial Media,Rumah Sakit,00:50:36
Mall Permata Larry,Rabu,13:36:06,Bayu Alma Nabilah,Perempuan,Bayu_Alma_Nabilah@gmail.com,089566716475,Smartfren,1990,Oppo,Hiburan,Mall,02:22:27
Mall Rotello Tjantik,Rabu,13:52:18,Bayu Alma Putri,Perempuan,Bayu_Alma_Putri@gmail.com,082535770481,3,1974,Xiaomi,Social Connection,Mall,02:43:47
Restoran Specta Larry,Senin,18:26:30,Bayu Alma Lia,Perempuan,Bayu_Alma_Lia@gmail.com,083853034096,Smartfren,1997,Lenovo,Hiburan,Restoran,01:17:17
Halte Gudetama Domo,Senin,16:17:24,Bayu Alma Sari,Laki-laki,Bayu_Alma_Sari@gmail.com,081222179887,XL,1973,Iphone,Game,Halte,00:44:46
Restoran Sky Jaguar,Senin,08:15:45,Bayu Alma Siti,Laki-laki,Bayu_Alma_Siti@gmail.com,084232042541,Telkomsel,1977,Realme,Work Stuff,Restoran,02:27:07
Halte Gudetama Sunshine,Senin,15:35:50,Bayu Alma Fitri,Perempuan,Bayu_Alma_Fitri@gmail.com,082527329483,Indosat,2005,Oppo,Social Connection,Halte,01:44:50
Halte Rotello Rotello,Kamis,17:16:36,Bayu Nabilah Bayu,Perempuan,Bayu_Nabilah_Bayu@gmail.com,082990910571,Indosat,1993,Infinix,Sosial Media,Halte,00:10:17
RS Gudetama Jaguar,Kamis,17:46:31,Bayu Nabilah Fajar,Laki-laki,Bayu_Nabilah_Fajar@gmail.com,083884651196,XL,1996,Iphone,Hiburan,Rumah Sakit,02:19:12
Restoran Rainbow Sunshine,Minggu,17:00:17,Bayu Nabilah Ilham,Perempuan,Bayu_Nabilah_Ilham@gmail.com,089220011859,3,1976,Vivo,Game,Restoran,01:06:37
Restoran Rainbow Specta,Kamis,21:45:37,Bayu Nabilah Wahyu,Perempuan,Bayu_Nabilah_Wahyu@gmail.com,086546024580,XL,1987,ASUS,Game,Restoran,00:54:59
Kafe Domo Star,Kamis,19:49:23,Bayu Nabilah Rizki,Laki-laki,Bayu_Nabilah_Rizki@gmail.com,088343859889,Indosat,1993,Samsung,Sosial Media,Kafe,01:13:27
Kafe Sky Tjantik,Selasa,15:03:19,Bayu Nabilah Naufal,Laki-laki,Bayu_Nabilah_Naufal@gmail.com,088887463435,3,1999,Samsung,Social Connection,Kafe,01:18:12
Kafe Rotello Rainbow,Kamis,13:14:58,Bayu Nabilah Tono,Perempuan,Bayu_Nabilah_Tono@gmail.com,087342051139,Smartfren,1970,Infinix,Hiburan,Kafe,01:01:07
RS Sky Larry,Jumat,12:25:18,Bayu Nabilah Bagus,Perempuan,Bayu_Nabilah_Bagus@gmail.com,082679108424,XL,2005,Iphone,Hiburan,Rumah Sakit,02:24:27
Halte Jaguar Jaguar,Kamis,14:55:46,Bayu Nabilah Asep,Laki-laki,Bayu_Nabilah_Asep@gmail.com,087206495846,Smartfren,1992,Xiaomi,Game,Halte,00:25:42
RS Gudetama Sunshine,Sabtu,17:25:14,Bayu Nabilah Kartika,Laki-laki,Bayu_Nabilah_Kartika@gmail.com,082573726769,Indosat,1984,Huawei,Social Connection,Rumah Sakit,02:25:45
Kafe Domo Gemilang,Jumat,17:08:35,Bayu Nabilah Ayu,Laki-laki,Bayu_Nabilah_Ayu@gmail.com,088624352038,XL,1985,Iphone,Game,Kafe,02:13:22
Mall Gemilang Gemilang,Jumat,18:14:29,Bayu Nabilah Alma,Perempuan,Bayu_Nabilah_Alma@gmail.com,085243397713,Telkomsel,2003,Iphone,Work Stuff,Mall,02:57:24
Kafe Sunshine Gudetama,Selasa,13:29:07,Bayu Nabilah Nabilah,Laki-laki,Bayu_Nabilah_Nabilah@gmail.com,088407730891,XL,1995,Huawei,Social Connection,Kafe,02:05:46
RS Specta Star,Selasa,12:50:54,Bayu Nabilah Putri,Perempuan,Bayu_Nabilah_Putri@gmail.com,085703716926,Telkomsel,1999,Huawei,Game,Rumah Sakit,02:50:31
Halte Tjantik Permata,Jumat,16:43:46,Bayu Nabilah Lia,Perempuan,Bayu_Nabilah_Lia@gmail.com,081292334745,Indosat,1972,Realme,Hiburan,Halte,00:33:05
Halte Sky Gemilang,Jumat,17:40:56,Bayu Nabilah Sari,Laki-laki,Bayu_Nabilah_Sari@gmail.com,087994411096,3,2003,Oppo,Game,Halte,02:52:38
Mall Jaguar Rainbow,Senin,16:07:57,Bayu Nabilah Siti,Perempuan,Bayu_Nabilah_Siti@gmail.com,089584658373,Telkomsel,1994,Lenovo,Sosial Media,Mall,01:43:25
Halte Sky Gemilang,Sabtu,16:54:14,Bayu Nabilah Fitri,Laki-laki,Bayu_Nabilah_Fitri@gmail.com,087684467548,Smartfren,1980,Oppo,Social Connection,Halte,02:09:09
Halte Pesona Jaguar,Sabtu,10:06:03,Bayu Putri Bayu,Laki-laki,Bayu_Putri_Bayu@gmail.com,089547947351,XL,1990,Iphone,Game,Halte,01:12:45
Restoran Sunshine Larry,Minggu,11:46:17,Bayu Putri Fajar,Perempuan,Bayu_Putri_Fajar@gmail.com,087934562522,XL,1999,ASUS,Hiburan,Restoran,02:31:29
Mall Permata Star,Kamis,12:51:22,Bayu Putri Ilham,Perempuan,Bayu_Putri_Ilham@gmail.com,086415199412,Telkomsel,1991,Oppo,Social Connection,Mall,00:29:32
Halte Star Gemilang,Sabtu,15:55:41,Bayu Putri Wahyu,Laki-laki,Bayu_Putri_Wahyu@gmail.com,084768765994,Indosat,1981,Realme,Social Connection,Halte,00:32:57
Mall Larry Rainbow,Senin,20:03:33,Bayu Putri Rizki,Perempuan,Bayu_Putri_Rizki@gmail.com,083311145632,Telkomsel,1996,ASUS,Social Connection,Mall,02:28:21
Halte Tjantik Star,Kamis,12:41:14,Bayu Putri Naufal,Perempuan,Bayu_Putri_Naufal@gmail.com,088650532553,Indosat,1983,Infinix,Social Connection,Halte,00:40:10
Kafe Sky Pesona,Senin,19:25:20,Bayu Putri Tono,Perempuan,Bayu_Putri_Tono@gmail.com,088158688968,XL,2004,Infinix,Sosial Media,Kafe,02:49:17
Halte Larry Larry,Minggu,15:32:20,Bayu Putri Bagus,Laki-laki,Bayu_Putri_Bagus@gmail.com,088011197127,Smartfren,1979,Samsung,Social Connection,Halte,00:38:30
Restoran Domo Jaguar,Rabu,12:23:50,Bayu Putri Asep,Perempuan,Bayu_Putri_Asep@gmail.com,086503036211,3,2001,Samsung,Sosial Media,Restoran,01:10:15
RS Rainbow Rainbow,Sabtu,15:02:25,Bayu Putri Kartika,Laki-laki,Bayu_Putri_Kartika@gmail.com,086311043352,Telkomsel,1975,Samsung,Sosial Media,Rumah Sakit,02:49:39
Restoran Larry Tjantik,Minggu,13:25:57,Bayu Putri Ayu,Perempuan,Bayu_Putri_Ayu@gmail.com,089796520272,Telkomsel,1979,Oppo,Hiburan,Restoran,01:49:35
Mall Jaguar Rainbow,Selasa,21:36:00,Bayu Putri Alma,Laki-laki,Bayu_Putri_Alma@gmail.com,083363412062,Telkomsel,1976,Lenovo,Work Stuff,Mall,00:19:43
Kafe Larry Star,Jumat,17:17:21,Bayu Putri Nabilah,Perempuan,Bayu_Putri_Nabilah@gmail.com,087921101866,Telkomsel,1974,Realme,Social Connection,Kafe,00:47:40
Mall Pesona Rainbow,Senin,11:13:07,Bayu Putri Putri,Laki-laki,Bayu_Putri_Putri@gmail.com,089011026196,3,2000,ASUS,Game,Mall,00:42:48
Kafe Specta Sunshine,Selasa,09:35:32,Bayu Putri Lia,Perempuan,Bayu_Putri_Lia@gmail.com,082670287888,Indosat,1976,Huawei,Social Connection,Kafe,01:42:52
Restoran Rotello Domo,Sabtu,12:42:21,Bayu Putri Sari,Perempuan,Bayu_Putri_Sari@gmail.com,085506850326,Smartfren,1997,Xiaomi,Game,Restoran,01:21:44
RS Gemilang Star,Senin,17:10:45,Bayu Putri Siti,Perempuan,Bayu_Putri_Siti@gmail.com,084649715409,3,2000,Oppo,Hiburan,Rumah Sakit,00:19:53
Halte Domo Specta,Kamis,08:03:36,Bayu Putri Fitri,Laki-laki,Bayu_Putri_Fitri@gmail.com,089457222686,Telkomsel,1988,Vivo,Game,Halte,02:17:21
RS Gemilang Gemilang,Kamis,19:10:01,Bayu Lia Bayu,Perempuan,Bayu_Lia_Bayu@gmail.com,089221229518,Indosat,2004,Iphone,Game,Rumah Sakit,01:50:06
Mall Gudetama Sunshine,Kamis,21:38:02,Bayu Lia Fajar,Laki-laki,Bayu_Lia_Fajar@gmail.com,082779834028,XL,1999,Xiaomi,Hiburan,Mall,02:51:08
Halte Larry Sunshine,Sabtu,16:34:08,Bayu Lia Ilham,Laki-laki,Bayu_Lia_Ilham@gmail.com,087154987469,Telkomsel,1991,Realme,Game,Halte,01:56:30
Mall Sky Sunshine,Rabu,16:35:46,Bayu Lia Wahyu,Laki-laki,Bayu_Lia_Wahyu@gmail.com,086402488260,Indosat,1985,Infinix,Social Connection,Mall,02:59:44
RS Domo Permata,Minggu,21:18:54,Bayu Lia Rizki,Laki-laki,Bayu_Lia_Rizki@gmail.com,081203488305,Smartfren,1987,Lenovo,Social Connection,Rumah Sakit,01:08:07
Halte Rainbow Domo,Minggu,08:11:40,Bayu Lia Naufal,Laki-laki,Bayu_Lia_Naufal@gmail.com,083203534950,Telkomsel,1974,Huawei,Social Connection,Halte,02:53:10
RS Domo Pesona,Senin,16:27:57,Bayu Lia Tono,Laki-laki,Bayu_Lia_Tono@gmail.com,087485292199,3,1992,Huawei,Social Connection,Rumah Sakit,00:48:06
RS Jaguar Permata,Selasa,16:44:09,Bayu Lia Bagus,Laki-laki,Bayu_Lia_Bagus@gmail.com,083581792253,Smartfren,1983,Realme,Game,Rumah Sakit,01:23:40
Restoran Specta Sunshine,Senin,19:28:31,Bayu Lia Asep,Perempuan,Bayu_Lia_Asep@gmail.com,081404785244,Telkomsel,2000,Lenovo,Hiburan,Restoran,02:56:11
Kafe Rotello Rainbow,Minggu,18:10:13,Bayu Lia Kartika,Laki-laki,Bayu_Lia_Kartika@gmail.com,081408754588,Indosat,1993,Samsung,Game,Kafe,02:55:27
Mall Specta Jaguar,Rabu,08:53:35,Bayu Lia Ayu,Laki-laki,Bayu_Lia_Ayu@gmail.com,085509898696,Indosat,1976,Oppo,Work Stuff,Mall,01:22:15
Halte Gemilang Sky,Selasa,15:32:53,Bayu Lia Alma,Laki-laki,Bayu_Lia_Alma@gmail.com,089730354010,Smartfren,1978,Samsung,Work Stuff,Halte,00:15:57
Restoran Sunshine Sunshine,Jumat,16:43:46,Bayu Lia Nabilah,Laki-laki,Bayu_Lia_Nabilah@gmail.com,087486651077,Indosat,1971,Xiaomi,Sosial Media,Restoran,02:27:19
Halte Gemilang Gemilang,Jumat,08:50:49,Bayu Lia Putri,Laki-laki,Bayu_Lia_Putri@gmail.com,081520872052,Indosat,1986,Xiaomi,Game,Halte,01:27:54
Mall Specta Permata,Kamis,08:37:33,Bayu Lia Lia,Laki-laki,Bayu_Lia_Lia@gmail.com,081588537969,Smartfren,1985,ASUS,Hiburan,Mall,00:41:30
RS Specta Sky,Kamis,10:31:32,Bayu Lia Sari,Laki-laki,Bayu_Lia_Sari@gmail.com,087661935622,XL,1970,ASUS,Hiburan,Rumah Sakit,02:56:02
RS Jaguar Gudetama,Minggu,12:15:18,Bayu Lia Siti,Perempuan,Bayu_Lia_Siti@gmail.com,086809381863,Indosat,1994,Lenovo,Game,Rumah Sakit,01:58:24
Restoran Domo Jaguar,Sabtu,18:41:57,Bayu Lia Fitri,Laki-laki,Bayu_Lia_Fitri@gmail.com,082541274002,Smartfren,1994,Vivo,Sosial Media,Restoran,01:54:31
Halte Rotello Sky,Kamis,13:47:47,Bayu Sari Bayu,Perempuan,Bayu_Sari_Bayu@gmail.com,084625357681,Indosat,2005,Xiaomi,Hiburan,Halte,01:28:21
RS Pesona Star,Rabu,11:59:09,Bayu Sari Fajar,Laki-laki,Bayu_Sari_Fajar@gmail.com,089812512468,Telkomsel,1991,Oppo,Social Connection,Rumah Sakit,02:07:22
Kafe Domo Sunshine,Rabu,20:31:05,Bayu Sari Ilham,Laki-laki,Bayu_Sari_Ilham@gmail.com,083483096463,3,1978,Realme,Hiburan,Kafe,01:32:59
Kafe Domo Star,Selasa,07:20:36,Bayu Sari Wahyu,Perempuan,Bayu_Sari_Wahyu@gmail.com,087171297345,3,1982,ASUS,Work Stuff,Kafe,00:34:54
Kafe Pesona Sky,Senin,07:28:55,Bayu Sari Rizki,Perempuan,Bayu_Sari_Rizki@gmail.com,087653582604,Indosat,1995,Samsung,Game,Kafe,00:20:30
Halte Rainbow Gemilang,Jumat,09:59:03,Bayu Sari Naufal,Laki-laki,Bayu_Sari_Naufal@gmail.com,089448179723,Indosat,1992,ASUS,Hiburan,Halte,02:02:47
Mall Pesona Domo,Senin,11:21:29,Bayu Sari Tono,Perempuan,Bayu_Sari_Tono@gmail.com,084866931776,Telkomsel,1989,Samsung,Hiburan,Mall,01:40:45
RS Permata Domo,Rabu,20:11:43,Bayu Sari Bagus,Perempuan,Bayu_Sari_Bagus@gmail.com,081418881595,Smartfren,1977,Realme,Sosial Media,Rumah Sakit,01:22:04
Restoran Domo Specta,Rabu,21:37:38,Bayu Sari Asep,Laki-laki,Bayu_Sari_Asep@gmail.com,081902536353,3,2000,Vivo,Game,Restoran,01:52:07
Halte Permata Gemilang,Minggu,13:51:16,Bayu Sari Kartika,Perempuan,Bayu_Sari_Kartika@gmail.com,088567696260,3,2004,Samsung,Game,Halte,01:51:32
Halte Sky Specta,Sabtu,08:43:00,Bayu Sari Ayu,Laki-laki,Bayu_Sari_Ayu@gmail.com,082476493559,Indosat,1990,ASUS,Game,Halte,02:18:03
Kafe Domo Specta,Rabu,21:24:24,Bayu Sari Alma,Perempuan,Bayu_Sari_Alma@gmail.com,081315569171,Indosat,1973,Iphone,Work Stuff,Kafe,00:11:14
Restoran Star Larry,Selasa,07:56:40,Bayu Sari Nabilah,Perempuan,Bayu_Sari_Nabilah@gmail.com,085482581728,3,2000,Samsung,Game,Restoran,00:10:22
Mall Star Rotello,Sabtu,17:58:26,Bayu Sari Putri,Perempuan,Bayu_Sari_Putri@gmail.com,083632690971,Smartfren,1988,Lenovo,Game,Mall,02:41:51
Kafe Rotello Specta,Sabtu,07:55:06,Bayu Sari Lia,Perempuan,Bayu_Sari_Lia@gmail.com,088272115771,Telkomsel,2005,Oppo,Game,Kafe,01:47:54
